seed,window_id,posterior_var,gate
7,0,3.553092398078661e-08,0.5523574352264404
7,0,4.050330204563579e-08,0.5523746013641357
7,0,2.7786281719954786e-08,0.5523539185523987
7,0,3.760073852276946e-08,0.5524067282676697
7,0,6.325377910343377e-08,0.5523660182952881
7,0,5.1044512616726934e-08,0.5522595643997192
7,0,6.071110192351625e-08,0.5523102283477783
7,0,4.20937809053612e-08,0.5522701740264893
7,0,3.90531056382315e-08,0.5523473620414734
7,0,7.989248729245446e-08,0.5523599982261658
7,0,3.5478276316780466e-08,0.5521905422210693
7,0,4.4030890933299816e-08,0.5523747801780701
7,0,1.9767055903230357e-07,0.5523393154144287
7,0,7.332005225180183e-08,0.5517018437385559
7,0,3.898595579698849e-08,0.5522177815437317
7,0,3.456842634363966e-08,0.5523602366447449
7,0,3.4690906147716305e-08,0.5523785948753357
7,0,6.003479313676507e-08,0.5523780584335327
7,0,3.752376898091825e-08,0.5522729158401489
7,0,6.974500621481639e-08,0.552366316318512
7,0,4.513644924486471e-08,0.5522326231002808
7,0,4.070264125743961e-08,0.552334725856781
7,0,4.6867349112744705e-08,0.5523531436920166
7,0,3.553315153226322e-08,0.552327573299408
7,0,3.899543798979721e-08,0.5523746013641357
7,0,4.5083524469191616e-08,0.5523601770401001
7,0,3.53033620115184e-08,0.5523349642753601
7,0,3.4614693333878677e-08,0.5523755550384521
7,0,6.450120082490685e-08,0.5523783564567566
7,0,4.072659720577576e-08,0.5522543787956238
7,0,3.5513107121687426e-08,0.552353024482727
7,0,3.7365442295822504e-08,0.5523746609687805
7,0,3.5247520457915016e-08,0.5523669719696045
7,0,3.805822501590228e-08,0.5523757338523865
7,0,3.701939021993894e-08,0.5523641109466553
7,0,5.614191422864678e-08,0.5523684024810791
7,0,4.684890342332437e-08,0.5522890686988831
7,0,3.7035079003544524e-08,0.5523276329040527
7,0,3.477725840639323e-08,0.5523683428764343
7,0,4.28754134418341e-08,0.5523777008056641
7,0,3.503499712564917e-08,0.5523440837860107
7,0,3.649393320870331e-08,0.5523766279220581
7,0,3.4882774002653605e-08,0.5523706078529358
7,0,3.665179804102081e-08,0.5523772835731506
7,0,3.489775224352343e-08,0.5523699522018433
7,0,7.676529634181861e-08,0.5523772239685059
7,0,4.942984688227625e-08,0.5522035360336304
7,0,3.5556972477479576e-08,0.5523169040679932
7,0,3.648489510510444e-08,0.5523744821548462
7,0,3.921049795962972e-08,0.5523706078529358
7,0,3.548212035298093e-08,0.5523593425750732
7,0,3.5765282291322364e-08,0.5523747801780701
7,0,3.500914402820854e-08,0.5523735880851746
7,0,3.71989479219792e-08,0.5523767471313477
7,0,3.551674154778084e-08,0.5523676872253418
7,0,4.1410473272662784e-08,0.5523746609687805
7,0,3.770230350141901e-08,0.5523501634597778
7,0,3.574583473664461e-08,0.5523655414581299
7,0,3.472370124768531e-08,0.5523737072944641
7,0,3.732958830937605e-08,0.5523779392242432
7,0,3.946469107063422e-08,0.552367091178894
7,0,3.674042758916585e-08,0.5523582696914673
7,0,3.4349614708162335e-08,0.5523695945739746
7,0,5.02807502300584e-08,0.5523794889450073
7,0,7.213144925799497e-08,0.5523134469985962
7,0,3.476215226783097e-08,0.552222728729248
7,0,3.513288504564116e-08,0.5523778200149536
7,0,3.5023138167389334e-08,0.5523762106895447
7,0,3.6340050968419746e-08,0.5523766875267029
7,0,4.259572961018421e-08,0.5523712635040283
7,0,6.242505889986205e-08,0.5523452758789062
7,0,1.232030939490869e-07,0.5522630214691162
7,0,3.744152010654034e-08,0.5520108342170715
7,0,3.977141105337978e-08,0.5523666739463806
7,0,3.692648320452463e-08,0.5523569583892822
7,0,5.017217574732058e-08,0.5523687601089478
7,0,4.7591491636467254e-08,0.5523138642311096
7,0,3.524440117530503e-08,0.5523245334625244
7,0,3.6384811608058953e-08,0.5523757338523865
7,0,3.646801260970278e-08,0.5523710250854492
7,0,3.677756410525035e-08,0.5523707270622253
7,0,3.508520762807166e-08,0.5523694157600403
7,0,3.982783880474017e-08,0.552376389503479
7,0,3.789211788784996e-08,0.5523567795753479
7,0,7.817214253691418e-08,0.5523647665977478
7,0,9.85859287538915e-08,0.5521976947784424
7,0,3.916621338362347e-08,0.5521129965782166
7,0,5.384144330378149e-08,0.5523595213890076
7,0,4.403842623901255e-08,0.5522986054420471
7,0,5.5879521454471615e-08,0.5523393154144287
7,0,3.530526981876392e-08,0.552290141582489
7,0,3.7860093726749255e-08,0.5523755550384521
7,0,3.470697151897184e-08,0.5523649454116821
7,0,3.6864211239162614e-08,0.5523779988288879
7,0,4.602460279556908e-08,0.5523690581321716
7,0,4.7964057614535704e-08,0.5523310303688049
7,0,3.766610134903203e-08,0.552323043346405
7,0,3.464392150931417e-08,0.5523657202720642
7,0,3.864824549282275e-08,0.552378237247467
7,0,4.5625004219118637e-08,0.5523616671562195
7,0,3.53048541512635e-08,0.5523326992988586
7,0,6.029468835322405e-08,0.5523755550384521
7,0,3.595940967215938e-08,0.552271842956543
7,0,4.360138561310123e-08,0.5523728132247925
7,0,5.7365383554497384e-08,0.552341103553772
7,0,3.9645129845666816e-08,0.5522840023040771
7,0,3.7034752153886075e-08,0.5523574948310852
7,0,3.7947138764593547e-08,0.5523683428764343
7,0,3.675795667845705e-08,0.5523645281791687
7,0,5.6411760596120075e-08,0.5523694753646851
7,0,3.475031107313953e-08,0.5522879362106323
7,0,3.518189828355389e-08,0.5523778200149536
7,0,3.5442653256723133e-08,0.5523760318756104
7,0,4.566353339896523e-08,0.5523749589920044
7,0,6.02820762196643e-08,0.5523325204849243
7,0,3.5071000326070134e-08,0.5522719025611877
7,0,3.827381078735925e-08,0.5523765087127686
7,0,5.192702445810937e-08,0.5523632168769836
7,0,4.133325148814038e-08,0.552306592464447
7,0,3.942534121392782e-08,0.5523505210876465
7,0,3.504692713818258e-08,0.5523584485054016
7,0,4.5664961589864106e-08,0.5523765683174133
7,0,3.4665642800746355e-08,0.5523325204849243
7,0,3.6046952089918705e-08,0.5523781776428223
7,0,3.663435776957158e-08,0.5523724555969238
7,0,3.9307899157847714e-08,0.552370011806488
7,0,3.4269465487568596e-08,0.5523589253425598
7,0,3.504522183561676e-08,0.552379846572876
7,0,3.5925104668876884e-08,0.5523765683174133
7,0,3.662524150627178e-08,0.552372932434082
7,0,6.446736477982995e-08,0.5523700714111328
7,0,3.5042834412024604e-08,0.5522545576095581
7,0,4.6220517191386534e-08,0.5523766279220581
7,0,2.0842310277657816e-07,0.5523301959037781
7,0,8.153225650175955e-08,0.5516572594642639
7,0,3.842203710746617e-08,0.5521837472915649
7,0,4.9036682270298115e-08,0.5523625612258911
7,0,8.995024245450622e-07,0.5523185729980469
7,0,7.317850503341106e-08,0.5487878322601318
7,0,3.552603899947826e-08,0.5522184371948242
7,0,7.04032601106519e-08,0.5523746013641357
7,0,4.18003232027786e-08,0.5522299408912659
7,0,3.4740867960181276e-08,0.5523485541343689
7,0,3.6456153651442946e-08,0.5523778796195984
7,0,3.830130168580581e-08,0.5523707270622253
7,0,3.701604356365351e-08,0.5523630976676941
7,0,3.616301214037776e-08,0.5523684024810791
7,0,4.583120372103622e-08,0.5523719787597656
7,0,4.618757287744302e-08,0.5523318648338318
7,0,2.332880200128784e-08,0.5523303747177124
7,0,4.0584797744713796e-08,0.55242520570755
7,0,3.480494470409212e-08,0.5523536205291748
7,0,3.643947721343466e-08,0.5523775815963745
7,0,3.8902921772887566e-08,0.5523707866668701
7,0,3.9439910892724583e-08,0.5523605942726135
7,0,4.0670453671509676e-08,0.5523583889007568
7,0,3.49651934072881e-08,0.5523532629013062
7,0,3.681848781411645e-08,0.552376925945282
7,0,3.49111637376609e-08,0.552369236946106
7,0,4.550621923726794e-08,0.5523771643638611
7,0,3.828170491715355e-08,0.5523331761360168
7,0,3.47647279852481e-08,0.5523631572723389
7,0,3.551193472617342e-08,0.5523777604103088
7,0,3.4867554177253623e-08,0.5523746609687805
7,0,3.763335598705453e-08,0.5523773431777954
7,0,4.667879238695605e-08,0.5523658394813538
7,0,4.2473441652646216e-08,0.55232834815979
7,0,3.803408432645483e-08,0.5523458123207092
7,0,2.8795650308666154e-08,0.5523641705513
7,0,3.8833675830574066e-08,0.5524025559425354
7,0,3.7732142743607255e-08,0.5523608922958374
7,0,3.559554784260399e-08,0.5523654818534851
7,0,3.7057795054806775e-08,0.5523743033409119
7,0,5.02620984832447e-08,0.5523682832717896
7,0,3.665577352762739e-08,0.552313506603241
7,0,3.492869993237946e-08,0.5523699522018433
7,0,3.7797448726450966e-08,0.5523770451545715
7,0,3.8987689521263746e-08,0.5523651838302612
7,0,3.465466136276518e-08,0.5523602366447449
7,0,3.5964568212421e-08,0.552378237247467
7,0,1.3015036870456242e-07,0.5523727536201477
7,0,2.8054182621417567e-07,0.551982045173645
7,0,4.7090402688354516e-08,0.5513579249382019
7,0,3.5880908910712606e-08,0.5523266196250916
7,0,4.207032233694008e-08,0.5523731112480164
7,0,3.918330548913218e-08,0.5523474812507629
7,0,4.6590031388404896e-08,0.552359402179718
7,0,7.034887516965682e-08,0.5523287057876587
7,0,3.832925798974429e-08,0.552230179309845
7,0,3.675448922990654e-08,0.5523629784584045
7,0,3.471752307859788e-08,0.5523694753646851
7,0,9.109157872444484e-08,0.5523779392242432
7,0,3.759328137675766e-08,0.5521441102027893
7,0,7.267590973469851e-08,0.5523660182952881
7,0,3.8560774129337005e-08,0.5522204637527466
7,0,3.565280337625154e-08,0.5523620247840881
7,0,3.6269206304950785e-08,0.5523740649223328
7,0,3.8764405019264814e-08,0.5523715615272522
7,0,3.523728864252007e-08,0.5523611903190613
7,0,4.380547835580728e-08,0.5523757934570312
7,0,3.775288703877777e-08,0.5523402690887451
7,0,3.6928359037347036e-08,0.5523653626441956
7,0,3.98330115558565e-08,0.5523687601089478
7,0,3.69638932795624e-08,0.5523567199707031
7,0,4.609824344470326e-08,0.5523686408996582
7,0,4.0187416061598924e-08,0.552330732345581
7,0,3.5127122544054146e-08,0.5523552298545837
7,0,3.469347475970608e-08,0.5523762702941895
7,0,3.45530857259746e-08,0.5523780584335327
7,0,3.6831298899642206e-08,0.5523786544799805
7,0,3.5172856627241345e-08,0.552369236946106
7,0,3.70376476155343e-08,0.5523760318756104
7,0,3.577424578793398e-08,0.5523683428764343
7,0,3.782794877338347e-08,0.5523735880851746
7,0,3.5453403768315184e-08,0.5523650646209717
7,0,3.535612691507595e-08,0.5523748993873596
7,0,4.148399668224556e-08,0.552375316619873
7,0,4.446203760721801e-08,0.552349865436554
7,0,3.488839439569347e-08,0.5523375272750854
7,0,3.577068241611414e-08,0.5523772239685059
7,0,3.224546318847388e-08,0.5523735880851746
7,0,3.735706854968157e-08,0.5523881912231445
7,0,3.467616238594928e-08,0.5523670315742493
7,0,3.7938999497555415e-08,0.5523781180381775
7,0,4.327653257973907e-08,0.5523645877838135
7,0,3.4597753995058156e-08,0.552342414855957
7,0,4.506162909478917e-08,0.5523784756660461
7,0,3.6374498080249396e-08,0.5523350238800049
7,0,4.0084813690555166e-08,0.552371084690094
7,0,3.577074281224668e-08,0.5523557066917419
7,0,3.841065066012561e-08,0.5523735880851746
7,0,3.5982949952995114e-08,0.5523626804351807
7,0,3.931442904558935e-08,0.5523726940155029
7,0,3.6940360104154024e-08,0.552358865737915
7,0,3.61195837683681e-08,0.5523687601089478
7,0,4.5137465320976844e-08,0.5523721575737
7,0,5.002138436793757e-08,0.552334725856781
7,0,8.306830068249837e-08,0.5523144602775574
7,0,4.295884536986705e-08,0.552177369594574
7,0,3.819654992298638e-08,0.5523437261581421
7,0,3.493675748700298e-08,0.5523635149002075
7,0,3.463538078563033e-08,0.5523770451545715
7,0,3.621188326974334e-08,0.5523782968521118
7,0,1.1965127555413346e-07,0.5523717403411865
7,0,3.474160692462647e-08,0.5520256161689758
7,0,3.84161999988919e-08,0.5523778796195984
7,0,3.467613751695353e-08,0.5523626208305359
7,0,4.21738022282625e-08,0.5523781180381775
7,0,3.529726555484558e-08,0.5523470044136047
7,0,3.4397984904899204e-08,0.5523755550384521
7,0,4.000234454792917e-08,0.552379310131073
7,0,3.47551250001743e-08,0.5523560643196106
7,0,5.057222551840823e-08,0.5523778200149536
7,0,3.865246256395949e-08,0.5523121953010559
7,0,6.075507741343245e-08,0.5523616671562195
7,0,3.951237559363108e-08,0.5522699356079102
7,0,4.231603512039328e-08,0.552358090877533
7,0,4.0107622112373065e-08,0.5523464679718018
7,0,6.613670677779737e-08,0.5523555874824524
7,0,4.357787020126125e-08,0.5522475838661194
7,0,3.4789181313499284e-08,0.5523412227630615
7,0,5.941035396972438e-08,0.5523776412010193
7,0,4.6071033210637324e-08,0.552275538444519
7,0,3.61004630633488e-08,0.5523308515548706
7,0,3.436819184798878e-08,0.5523722171783447
7,0,1.3969525980428443e-07,0.5523793697357178
7,0,3.507773982391882e-08,0.5519424080848694
7,0,3.44761303949781e-08,0.5523765087127686
7,0,3.510379897875282e-08,0.5523789525032043
7,0,3.7227362525982244e-08,0.5523763298988342
7,0,4.477103843214536e-08,0.5523675084114075
7,0,3.464258924168462e-08,0.5523362755775452
7,0,3.8730195939251644e-08,0.552378237247467
7,0,3.958531635817053e-08,0.5523613095283508
7,0,3.806723469779172e-08,0.5523577928543091
7,0,3.5554656108161e-08,0.5523640513420105
7,0,3.534080761369296e-08,0.5523744821548462
7,0,3.464581510570497e-08,0.5523753762245178
7,0,3.5342480941835674e-08,0.552378237247467
7,0,3.665643077965797e-08,0.5523753762245178
7,0,3.7402760000304625e-08,0.5523699522018433
7,0,3.485897082100564e-08,0.5523667931556702
7,0,3.559131300789886e-08,0.5523773431777954
7,0,3.259598813087905e-08,0.5523743629455566
7,0,3.654941593822514e-08,0.5523867607116699
7,0,3.732720799121125e-08,0.5523703694343567
7,0,3.720175456578545e-08,0.5523671507835388
7,0,4.966347688650785e-08,0.552367627620697
7,0,3.4777922763851166e-08,0.5523159503936768
7,0,3.8441445582293454e-08,0.5523777008056641
7,0,4.090345484542013e-08,0.5523625016212463
7,0,2.6070043901427198e-08,0.5523523092269897
7,0,3.949008586801028e-08,0.552413821220398
7,0,3.8286714243440656e-08,0.5523581504821777
7,0,3.46361233027892e-08,0.5523631572723389
7,0,3.471046738923178e-08,0.5523782968521118
7,0,3.454107400102657e-08,0.5523779988288879
7,0,3.8538829016943055e-08,0.5523787140846252
7,0,4.464776637291834e-08,0.5523621439933777
7,0,3.353307675979522e-08,0.5523367524147034
7,0,3.5118649321930206e-08,0.5523828864097595
7,0,4.410726717196667e-08,0.5523763298988342
7,0,3.4686610916878635e-08,0.5523390173912048
7,0,3.855170049860135e-08,0.5523780584335327
7,0,3.475427945431875e-08,0.5523620247840881
7,0,3.587891939105248e-08,0.5523778200149536
7,0,3.6126738933717206e-08,0.5523731112480164
7,0,3.5023873579120846e-08,0.5523720979690552
7,0,4.278403764601535e-08,0.5523766875267029
7,0,3.609000387427841e-08,0.5523445010185242
7,0,3.889145006041872e-08,0.5523722767829895
7,0,3.519124192052914e-08,0.5523605942726135
7,0,3.511626900376541e-08,0.5523759722709656
7,0,3.4660811110143186e-08,0.5523763298988342
7,0,3.734916020903256e-08,0.5523781776428223
7,0,3.46954820429346e-08,0.5523670315742493
7,0,3.792209568587168e-08,0.5523780584335327
7,0,5.8045625195290995e-08,0.5523646473884583
7,0,3.4719040087338726e-08,0.5522812008857727
7,0,4.4375322971745845e-08,0.5523779392242432
7,0,3.6470844122504786e-08,0.5523378849029541
7,0,3.8006806590829e-08,0.5523706674575806
7,0,3.5162312173042665e-08,0.5523643493652344
7,0,3.7589121149039784e-08,0.5523760914802551
7,0,3.60364786899936e-08,0.5523660182952881
7,0,3.5039310120055234e-08,0.5523724555969238
7,0,4.127100794448779e-08,0.5523766279220581
7,0,6.301561228383434e-08,0.5523507595062256
7,0,5.0030589449079343e-08,0.5522605776786804
7,0,3.866993125711815e-08,0.5523144602775574
7,0,3.653216396060088e-08,0.5523615479469299
7,0,3.512439050723515e-08,0.5523704290390015
7,0,3.7817653009142305e-08,0.5523762702941895
7,0,3.7989643431046716e-08,0.5523651242256165
7,0,3.503407342009268e-08,0.5523644089698792
7,0,3.4735780474193234e-08,0.5523766279220581
7,0,3.895564049116729e-08,0.5523778796195984
7,0,2.7770344246391687e-08,0.5523603558540344
7,0,4.019094390628197e-08,0.5524067878723145
7,0,3.4697034578812236e-08,0.5523552298545837
7,0,3.743136289813265e-08,0.5523780584335327
7,0,3.467499354314896e-08,0.5523666739463806
7,0,3.5727161673548835e-08,0.5523781776428223
7,0,3.4825166750351855e-08,0.5523737668991089
7,0,4.04041742285699e-08,0.5523775219917297
7,0,3.525494207679003e-08,0.5523543953895569
7,0,3.503561885054296e-08,0.5523757338523865
7,0,4.365741901324327e-08,0.5523766279220581
7,0,4.2859220172886126e-08,0.5523408651351929
7,0,3.830642825164432e-08,0.5523442029953003
7,0,3.6367449496310655e-08,0.5523630380630493
7,0,3.760803224395204e-08,0.552371084690094
7,0,3.931697278858337e-08,0.5523659586906433
7,0,5.2664034910776536e-08,0.552358865737915
7,0,3.47073303430534e-08,0.5523035526275635
7,0,3.774679413481863e-08,0.5523779988288879
7,0,3.630609413107777e-08,0.5523653626441956
7,0,3.476209897712579e-08,0.5523713827133179
7,0,4.39032277199658e-08,0.5523778200149536
7,0,3.848291996177977e-08,0.5523398518562317
7,0,3.5386907626389075e-08,0.552362322807312
7,0,3.7803228991606375e-08,0.5523751974105835
7,0,2.9255595279664703e-08,0.5523651242256165
7,0,3.9124770978560264e-08,0.5524006485939026
7,0,3.934147585482606e-08,0.5523597002029419
7,0,2.7388296075514518e-08,0.5523587465286255
7,0,3.764792211313761e-08,0.5524083375930786
7,0,3.458224284713651e-08,0.552365779876709
7,0,3.572071705093549e-08,0.5523785352706909
7,0,3.4925957237419425e-08,0.5523737668991089
7,0,3.755753752443525e-08,0.5523771047592163
7,0,3.596098707703277e-08,0.5523661971092224
7,0,3.188857533586997e-08,0.5523728132247925
7,0,3.931777570187478e-08,0.5523896813392639
7,0,3.743069498796103e-08,0.552358865737915
7,0,3.4661674419567134e-08,0.5523666739463806
7,0,3.4665966097691125e-08,0.5523781776428223
7,0,3.971498330201939e-08,0.5523781776428223
7,0,3.534429282581186e-08,0.5523571968078613
7,0,3.519943447827245e-08,0.5523753762245178
7,0,4.1101408498889214e-08,0.5523759722709656
7,0,3.4442287244473846e-08,0.5523514747619629
7,0,3.6720976481774414e-08,0.5523790717124939
7,0,3.8124145618212424e-08,0.5523696541786194
7,0,3.7685197185055586e-08,0.5523638129234314
7,0,4.47992860586055e-08,0.5523656606674194
7,0,3.49830742152335e-08,0.5523360967636108
7,0,3.895631195405258e-08,0.5523768663406372
7,0,3.4688770966795346e-08,0.5523603558540344
7,0,3.46065611722679e-08,0.5523780584335327
7,0,3.622761468591307e-08,0.5523784160614014
7,0,4.003435094546148e-08,0.5523716807365417
7,0,3.4575037943795905e-08,0.5523558855056763
7,0,3.547536309156385e-08,0.5523785352706909
7,0,3.488874256163399e-08,0.5523747801780701
7,0,3.459782149661805e-08,0.5523772239685059
7,0,3.4826971528900685e-08,0.5523784756660461
7,0,3.593097375187426e-08,0.5523775219917297
7,0,3.502841394720235e-08,0.552372932434082
7,0,3.483972577100758e-08,0.5523766875267029
7,0,3.422760386229129e-08,0.5523774027824402
7,0,3.487461697204708e-08,0.5523799657821655
7,0,3.907709356099076e-08,0.5523772835731506
7,0,2.7647324429835862e-08,0.5523598790168762
7,0,3.959970840128335e-08,0.5524072647094727
7,0,3.606465170946649e-08,0.5523577332496643
7,0,3.48174502562415e-08,0.552372395992279
7,0,3.673751791666291e-08,0.5523775219917297
7,0,3.6972313210981156e-08,0.5523695945739746
7,0,4.0224964692470166e-08,0.5523686408996582
7,0,3.864620268245744e-08,0.5523551106452942
7,0,3.453489583193914e-08,0.5523616671562195
7,0,3.779539525794462e-08,0.5523787140846252
7,0,4.1005794315651656e-08,0.5523651838302612
7,0,3.622124822300066e-08,0.5523518919944763
7,0,3.8890366482746686e-08,0.5523717403411865
7,0,3.4510822644051586e-08,0.5523605942726135
7,0,3.485123656332689e-08,0.5523788332939148
7,0,3.974532347683635e-08,0.5523774027824402
7,0,3.4739386478577217e-08,0.5523570775985718
7,0,3.4714300767291206e-08,0.5523778796195984
7,0,3.599693698674855e-08,0.5523779988288879
7,0,3.811462789826692e-08,0.5523726344108582
7,0,3.582169583182804e-08,0.5523638725280762
7,0,3.9673444973686856e-08,0.5523733496665955
7,0,3.6394936842043535e-08,0.5523573756217957
7,0,3.4848145702426336e-08,0.5523709654808044
7,0,3.595398467837185e-08,0.5523774027824402
7,0,3.575620510787303e-08,0.5523728728294373
7,0,3.5678144882922425e-08,0.5523736476898193
7,0,3.970751905058023e-08,0.5523739457130432
7,0,4.055973334970986e-08,0.5523572564125061
7,0,3.795408076712192e-08,0.5523537397384644
7,0,3.725806152488076e-08,0.5523645281791687
7,0,3.653385505231199e-08,0.5523674488067627
7,0,3.4889851008301775e-08,0.5523704290390015
7,0,3.633764222854552e-08,0.5523772239685059
7,0,3.5084767091575486e-08,0.5523712635040283
7,0,3.494834288630955e-08,0.5523764491081238
7,0,3.397596870513553e-08,0.5523769855499268
7,0,3.4970291551417176e-08,0.5523810386657715
7,0,3.6592101793075926e-08,0.552376925945282
7,0,3.775798163019317e-08,0.5523701906204224
7,0,3.477169840948591e-08,0.5523653626441956
7,0,3.589591557329186e-08,0.5523777008056641
7,0,3.7085722937035825e-08,0.5523730516433716
7,0,4.242891904482349e-08,0.5523681044578552
7,0,6.725445444999423e-08,0.5523459911346436
7,0,3.720646901683722e-08,0.5522429943084717
7,0,4.217049820454122e-08,0.552367627620697
7,0,3.465523334966747e-08,0.5523470044136047
7,0,3.5939262232886904e-08,0.552378237247467
7,0,3.5450021584892966e-08,0.5523728728294373
7,0,3.489350319796358e-08,0.5523748993873596
7,0,4.151517885020439e-08,0.5523772239685059
7,0,3.8458122020301744e-08,0.5523497462272644
7,0,3.927936020886591e-08,0.5523624420166016
7,0,3.636776213511439e-08,0.5523590445518494
7,0,3.9097951542999e-08,0.552371084690094
7,0,3.862582431679584e-08,0.5523597598075867
7,0,3.7169815669813033e-08,0.5523617267608643
7,0,2.993087022673535e-08,0.5523678064346313
7,0,3.6595071861711403e-08,0.5523977875709534
7,0,3.607646092973482e-08,0.5523701310157776
7,0,3.549466853769445e-08,0.5523723363876343
7,0,3.590972141864768e-08,0.5523747205734253
7,0,5.964584204321e-08,0.5523729920387268
7,0,5.375521539008332e-08,0.5522745251655579
7,0,3.824876415592371e-08,0.5522989630699158
7,0,3.59331124855089e-08,0.5523633360862732
7,0,3.496358047527792e-08,0.552372932434082
7,0,3.462921682739761e-08,0.552376925945282
7,0,4.0319243055364495e-08,0.5523782968521118
7,0,4.178337675853072e-08,0.5523547530174255
7,0,3.705238071916028e-08,0.5523486733436584
7,0,3.481697419260854e-08,0.5523682832717896
7,0,3.9246021543704046e-08,0.5523775219917297
7,0,8.130732709332733e-08,0.5523591637611389
7,0,3.5629568628792185e-08,0.5521847009658813
7,0,3.4715515795369356e-08,0.5523741841316223
7,0,3.4947813531971406e-08,0.5523779988288879
7,0,3.612608168168663e-08,0.5523769855499268
7,0,3.478434251746876e-08,0.5523720979690552
7,0,3.482643151642151e-08,0.5523777008056641
7,0,5.842540673484109e-08,0.5523775219917297
7,0,3.542984217119738e-08,0.5522795915603638
